STATIONS_ID;MESS_DATUM;QN_592;ATMO_LBERG;FD_LBERG;FG_LBERG;SD_LBERG;ZENIT;MESS_DATUM_WOZ;eor
       1303;2023090720:30;    1;  123.0;    0.0;    0.0;   0;   107.28;2023090721:00;eor
       1303;2023090721:30;    1;  120.0;    0.0;    0.0;   0;   114.32;2023090722:00;eor
       1303;2023090722:30;    1;  120.0;    0.0;    0.0;   0;   119.54;2023090723:00;eor
       1303;2023090723:30;    1;  120.0;    0.0;    0.0;   0;   122.35;2023090800:00;eor
       1303;2023090800:30;    1;  118.0;    0.0;    0.0;   0;   122.37;2023090801:00;eor
       1303;2023090801:30;    1;  117.0;    0.0;    0.0;   0;   119.58;2023090802:00;eor
       1303;2023090802:30;    1;  117.0;    0.0;    0.0;   0;   114.39;2023090803:00;eor
       1303;2023090803:30;    1;  117.0;    0.0;    0.0;   0;   107.37;2023090804:00;eor
       1303;2023090804:30;    1;  115.0;    0.0;    0.0;   0;    99.12;2023090805:00;eor
       1303;2023090805:30;    1;  116.0;    2.0;    3.0;  11;    90.12;2023090806:00;eor
       1303;2023090806:30;    1;  116.0;   13.0;   44.0;  60;    80.81;2023090807:00;eor
       1303;2023090807:29;    1;  119.0;   19.0;  101.0;  60;    71.58;2023090808:00;eor
       1303;2023090808:29;    1;  121.0;   23.0;  158.0;  60;    62.87;2023090809:00;eor
       1303;2023090809:29;    1;  123.0;   26.0;  205.0;  60;    55.22;2023090810:00;eor
       1303;2023090810:29;    1;  125.0;   28.0;  238.0;  60;    49.36;2023090811:00;eor
       1303;2023090811:29;    1;  127.0;   29.0;  256.0;  60;    46.13;2023090812:00;eor
       1303;2023090812:29;    1;  130.0;   28.0;  254.0;  60;    46.15;2023090813:00;eor
       1303;2023090813:29;    1;  131.0;   28.0;  234.0;  60;    49.41;2023090814:00;eor
       1303;2023090814:29;    1;  131.0;   26.0;  200.0;  60;    55.29;2023090815:00;eor
       1303;2023090815:29;    1;  132.0;   23.0;  152.0;  60;    62.96;2023090816:00;eor
       1303;2023090816:29;    1;  131.0;   20.0;   95.0;  60;    71.70;2023090817:00;eor
       1303;2023090817:29;    1;  131.0;   12.0;   33.0;  60;    80.95;2023090818:00;eor
       1303;2023090818:29;    1;  130.0;    2.0;    2.0;   8;    90.29;2023090819:00;eor
       1303;2023090819:29;    1;  129.0;    0.0;    0.0;   0;    99.31;2023090820:00;eor
       1303;2023090820:29;    1;  129.0;    0.0;    0.0;   0;   107.60;2023090821:00;eor
       1303;2023090821:29;    1;  129.0;    0.0;    0.0;   0;   114.66;2023090822:00;eor
       1303;2023090822:29;    1;  127.0;    0.0;    0.0;   0;   119.90;2023090823:00;eor
       1303;2023090823:29;    1;  126.0;    0.0;    0.0;   0;   122.73;2023090900:00;eor
       1303;2023090900:29;    1;  128.0;    0.0;    0.0;   0;   122.74;2023090901:00;eor
       1303;2023090901:29;    1;  126.0;    0.0;    0.0;   0;   119.94;2023090902:00;eor
       1303;2023090902:29;    1;  126.0;    0.0;    0.0;   0;   114.73;2023090903:00;eor
       1303;2023090903:29;    1;  125.0;    0.0;    0.0;   0;   107.69;2023090904:00;eor
       1303;2023090904:29;    1;  125.0;    0.0;    0.0;   0;    99.42;2023090905:00;eor
       1303;2023090905:29;    1;  125.0;    2.0;    3.0;   0;    90.42;2023090906:00;eor
       1303;2023090906:29;    1;  125.0;   18.0;   37.0;  58;    81.11;2023090907:00;eor
       1303;2023090907:29;    1;  127.0;   31.0;   90.0;  60;    71.88;2023090908:00;eor
       1303;2023090908:29;    1;  130.0;   37.0;  145.0;  60;    63.18;2023090909:00;eor
       1303;2023090909:29;    1;  133.0;   41.0;  192.0;  60;    55.55;2023090910:00;eor
       1303;2023090910:29;    1;  135.0;   43.0;  227.0;  60;    49.72;2023090911:00;eor
       1303;2023090911:29;    1;  136.0;   45.0;  244.0;  60;    46.51;2023090912:00;eor
       1303;2023090912:29;    1;  136.0;   46.0;  243.0;  60;    46.52;2023090913:00;eor
       1303;2023090913:29;    1;  135.0;   41.0;  227.0;  60;    49.77;2023090914:00;eor
       1303;2023090914:29;    1;  137.0;   40.0;  191.0;  60;    55.63;2023090915:00;eor
       1303;2023090915:29;    1;  134.0;   33.0;  145.0;  60;    63.27;2023090916:00;eor
       1303;2023090916:29;    1;  133.0;   26.0;   91.0;  60;    72.00;2023090917:00;eor
       1303;2023090917:29;    1;  132.0;   15.0;   32.0;  60;    81.24;2023090918:00;eor
       1303;2023090918:29;    1;  131.0;    2.0;    2.0;   7;    90.58;2023090919:00;eor
       1303;2023090919:29;    1;  130.0;    0.0;    0.0;   0;    99.61;2023090920:00;eor
       1303;2023090920:29;    1;  130.0;    0.0;    0.0;   0;   107.92;2023090921:00;eor
       1303;2023090921:29;    1;  129.0;    0.0;    0.0;   0;   115.00;2023090922:00;eor
       1303;2023090922:29;    1;  128.0;    0.0;    0.0;   0;   120.26;2023090923:00;eor
       1303;2023090923:29;    1;  128.0;    0.0;    0.0;   0;   123.10;2023091000:00;eor
       1303;2023091000:29;    1;  128.0;    0.0;    0.0;   0;   123.12;2023091001:00;eor
       1303;2023091001:29;    1;  127.0;    0.0;    0.0;   0;   120.31;2023091002:00;eor
       1303;2023091002:29;    1;  127.0;    0.0;    0.0;   0;   115.07;2023091003:00;eor
       1303;2023091003:29;    1;  128.0;    0.0;    0.0;   0;   108.01;2023091004:00;eor
       1303;2023091004:29;    1;  127.0;    0.0;    0.0;   0;    99.73;2023091005:00;eor
       1303;2023091005:29;    1;  128.0;    2.0;    3.0;   0;    90.72;2023091006:00;eor
       1303;2023091006:29;    1;  129.0;   18.0;   32.0;  38;    81.40;2023091007:00;eor
       1303;2023091007:29;    1;  131.0;   34.0;   85.0;  60;    72.18;2023091008:00;eor
       1303;2023091008:29;    1;  135.0;   44.0;  137.0;  60;    63.49;2023091009:00;eor
       1303;2023091009:29;    1;  138.0;   50.0;  183.0;  60;    55.89;2023091010:00;eor
       1303;2023091010:29;    1;  140.0;   56.0;  214.0;  60;    50.08;2023091011:00;eor
       1303;2023091011:29;    1;  142.0;   58.0;  232.0;  60;    46.88;2023091012:00;eor
       1303;2023091012:29;    1;  143.0;   57.0;  231.0;  60;    46.90;2023091013:00;eor
       1303;2023091013:29;    1;  144.0;   56.0;  214.0;  60;    50.13;2023091014:00;eor
       1303;2023091014:29;    1;  145.0;   59.0;  188.0;  60;    55.96;2023091015:00;eor
       1303;2023091015:29;    1;  146.0;   57.0;  140.0;  60;    63.59;2023091016:00;eor
       1303;2023091016:29;    1;  145.0;   38.0;   76.0;  60;    72.30;2023091017:00;eor
       1303;2023091017:29;    1;  142.0;   19.0;   25.0;  27;    81.54;2023091018:00;eor
       1303;2023091018:29;    1;  140.0;    3.0;    3.0;   0;    90.88;2023091019:00;eor
       1303;2023091019:29;    1;  139.0;    0.0;    0.0;   0;    99.92;2023091020:00;eor
       1303;2023091020:29;    1;  136.0;    0.0;    0.0;   0;   108.24;2023091021:00;eor
       1303;2023091021:29;    1;  135.0;    0.0;    0.0;   0;   115.34;2023091022:00;eor
       1303;2023091022:29;    1;  134.0;    0.0;    0.0;   0;   120.62;2023091023:00;eor
       1303;2023091023:29;    1;  133.0;    0.0;    0.0;   0;   123.48;2023091100:00;eor
       1303;2023091100:29;    1;  130.0;    0.0;    0.0;   0;   123.49;2023091101:00;eor
       1303;2023091101:29;    1;  130.0;    0.0;    0.0;   0;   120.67;2023091102:00;eor
       1303;2023091102:29;    1;  129.0;    0.0;    0.0;   0;   115.41;2023091103:00;eor
       1303;2023091103:29;    1;  128.0;    0.0;    0.0;   0;   108.34;2023091104:00;eor
       1303;2023091104:28;    1;  127.0;    0.0;    0.0;   0;   100.04;2023091105:00;eor
       1303;2023091105:28;    1;  127.0;    2.0;    2.0;   0;    91.01;2023091106:00;eor
       1303;2023091106:28;    1;  127.0;   16.0;   33.0;  46;    81.70;2023091107:00;eor
       1303;2023091107:28;    1;  128.0;   32.0;   88.0;  60;    72.48;2023091108:00;eor
       1303;2023091108:28;    1;  129.0;   40.0;  140.0;  60;    63.81;2023091109:00;eor
       1303;2023091109:28;    1;  132.0;   39.0;  186.0;  60;    56.23;2023091110:00;eor
       1303;2023091110:28;    1;  133.0;   39.0;  220.0;  60;    50.44;2023091111:00;eor
       1303;2023091111:28;    1;  135.0;   39.0;  238.0;  60;    47.26;2023091112:00;eor
       1303;2023091112:28;    1;  136.0;   40.0;  236.0;  60;    47.28;2023091113:00;eor
       1303;2023091113:28;    1;  137.0;   44.0;  213.0;  60;    50.49;2023091114:00;eor
       1303;2023091114:28;    1;  138.0;   55.0;  169.0;  60;    56.30;2023091115:00;eor
       1303;2023091115:28;    1;  140.0;   56.0;  106.0;  55;    63.90;2023091116:00;eor
       1303;2023091116:28;    1;  143.0;   47.0;   56.0;  13;    72.60;2023091117:00;eor
       1303;2023091117:28;    1;  137.0;   14.0;   16.0;   3;    81.83;2023091118:00;eor
       1303;2023091118:28;    1;  139.0;    1.0;    1.0;   0;    91.18;2023091119:00;eor
       1303;2023091119:28;    1;  138.0;    0.0;    0.0;   0;   100.23;2023091120:00;eor
       1303;2023091120:28;    1;  142.0;    0.0;    0.0;   0;   108.57;2023091121:00;eor
       1303;2023091121:28;    1;  139.0;    0.0;    0.0;   0;   115.69;2023091122:00;eor
       1303;2023091122:28;    1;  134.0;    0.0;    0.0;   0;   120.99;2023091123:00;eor
       1303;2023091123:28;    1;  128.0;    0.0;    0.0;   0;   123.86;2023091200:00;eor
       1303;2023091200:28;    1;  131.0;    0.0;    0.0;   0;   123.87;2023091201:00;eor
       1303;2023091201:28;    1;  138.0;    0.0;    0.0;   0;   121.03;2023091202:00;eor
       1303;2023091202:28;    1;  139.0;    0.0;    0.0;   0;   115.76;2023091203:00;eor
       1303;2023091203:28;    1;  140.0;    0.0;    0.0;   0;   108.66;2023091204:00;eor
       1303;2023091204:28;    1;  133.0;    0.0;    0.0;   0;   100.34;2023091205:00;eor
       1303;2023091205:28;    1;  142.0;    0.0;    0.0;   0;    91.31;2023091206:00;eor
       1303;2023091206:28;    1;  144.0;    5.0;    5.0;   0;    81.99;2023091207:00;eor
       1303;2023091207:28;    1;  144.0;    4.0;    5.0;   0;    72.79;2023091208:00;eor
       1303;2023091208:28;    1;  140.0;   38.0;   41.0;   0;    64.13;2023091209:00;eor
       1303;2023091209:28;    1;  129.0;   59.0;  168.0;  40;    56.57;2023091210:00;eor
       1303;2023091210:28;    1;  133.0;   89.0;  214.0;  51;    50.80;2023091211:00;eor
       1303;2023091211:28;    1;  134.0;  107.0;  195.0;  50;    47.64;2023091212:00;eor
       1303;2023091212:28;    1;  134.0;   96.0;  175.0;  52;    47.65;2023091213:00;eor
       1303;2023091213:28;    1;  135.0;   86.0;  214.0;  53;    50.85;2023091214:00;eor
       1303;2023091214:28;    1;  137.0;   71.0;  159.0;  46;    56.64;2023091215:00;eor
       1303;2023091215:28;    1;  140.0;   67.0;  138.0;  60;    64.22;2023091216:00;eor
       1303;2023091216:28;    1;  138.0;   38.0;   50.0;  29;    72.90;2023091217:00;eor
       1303;2023091217:28;    1;  141.0;    9.0;   10.0;   1;    82.13;2023091218:00;eor
       1303;2023091218:28;    1;  145.0;    0.0;    0.0;   0;    91.48;2023091219:00;eor
       1303;2023091219:28;    1;  147.0;    0.0;    0.0;   0;   100.54;2023091220:00;eor
       1303;2023091220:28;    1;  146.0;    0.0;    0.0;   0;   108.89;2023091221:00;eor
       1303;2023091221:28;    1;  143.0;    0.0;    0.0;   0;   116.03;2023091222:00;eor
       1303;2023091222:28;    1;  142.0;    0.0;    0.0;   0;   121.36;2023091223:00;eor
       1303;2023091223:28;    1;  140.0;    0.0;    0.0;   0;   124.24;2023091300:00;eor
       1303;2023091300:28;    1;  146.0;    0.0;    0.0;   0;   124.25;2023091301:00;eor
       1303;2023091301:28;    1;  147.0;    0.0;    0.0;   0;   121.40;2023091302:00;eor
       1303;2023091302:28;    1;  145.0;    0.0;    0.0;   0;   116.10;2023091303:00;eor
       1303;2023091303:28;    1;  145.0;    0.0;    0.0;   0;   108.99;2023091304:00;eor
       1303;2023091304:28;    1;  145.0;    0.0;    0.0;   0;   100.65;2023091305:00;eor
       1303;2023091305:28;    1;  144.0;    0.0;    0.0;   0;    91.61;2023091306:00;eor
